,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,ho_mort,ho_rent
1174,25800.0,13.11,36,3,18.99,4833.33,715-719,7.0,31427.0,0.0,4,0,1
1175,10000.0,6.62,36,4,11.45,4166.67,760-764,20.0,10385.0,1.0,6,0,0
1176,12000.0,11.58,36,3,11.07,3333.33,715-719,7.0,17495.0,0.0,1,0,1
1177,18650.0,20.49,36,4,20.07,4833.33,660-664,12.0,17740.0,0.0,10,1,0
1178,10000.0,12.12,36,3,16.93,3816.67,710-714,8.0,10830.0,2.0,7,1,0
1179,14000.0,16.77,36,3,9.67,12083.33,670-674,13.0,28318.0,0.0,0,1,0
1180,14000.0,14.09,36,3,27.5,9166.67,695-699,17.0,18813.0,3.0,8,0,1
1181,14400.0,17.56,60,4,7.06,5000.0,670-674,6.0,715.0,4.0,3,0,1
1182,8000.0,14.33,36,4,14.74,3108.0,690-694,3.0,3072.0,0.0,8,0,1
1183,12000.0,11.83,36,4,15.88,10250.0,720-724,15.0,46336.0,2.0,5,0,1
1184,24375.0,13.11,36,4,10.86,10416.67,705-709,11.0,19981.0,0.0,6,0,0
1185,3500.0,7.9,36,3,22.04,7247.0,710-714,11.0,9592.0,0.0,0,1,0
1186,7900.0,13.67,36,4,8.4,3000.0,675-679,5.0,8990.0,0.0,2,0,1
1187,10000.0,12.12,36,4,19.62,3640.0,695-699,11.0,13124.0,0.0,10,0,1
1188,10400.0,17.58,60,3,8.93,7110.42,725-729,8.0,856.0,0.0,10,0,1
1189,7500.0,7.14,36,4,8.61,2916.67,755-759,6.0,7962.0,0.0,2,1,0
1190,18800.0,14.33,60,4,30.96,5000.0,720-724,13.0,16397.0,0.0,8,0,1
1191,21000.0,13.11,36,4,18.44,7916.67,695-699,10.0,9734.0,0.0,7,1,0
1192,8500.0,6.62,36,1,7.24,6300.0,750-754,13.0,9769.0,1.0,5,0,0
1193,13200.0,11.71,36,3,15.74,3791.67,705-709,10.0,16187.0,1.0,5,0,1
1194,3000.0,19.99,60,3,19.63,4416.67,710-714,4.0,0.0,1.0,5,1,0
1195,19200.0,22.47,60,3,10.39,5666.67,670-674,5.0,17783.0,0.0,0,0,1
1196,13600.0,18.64,60,3,12.85,5651.33,675-679,13.0,24383.0,0.0,10,0,1
1197,6000.0,7.88,36,2,9.6,5500.0,730-734,6.0,790.0,1.0,3,1,0
1198,22000.0,14.65,60,4,29.26,3912.0,705-709,8.0,21633.0,0.0,10,1,0
1199,12000.0,15.31,36,4,13.8,3333.33,665-669,10.0,16181.0,0.0,10,1,0
1200,5000.0,18.39,36,2,13.71,8125.0,675-679,5.0,29602.0,0.0,10,0,1
1201,31050.0,7.9,36,4,18.82,6500.0,770-774,15.0,71549.0,0.0,9,1,0
1202,10000.0,7.9,36,1,12.8,6666.67,730-734,11.0,9261.0,0.0,1,0,1
1203,10000.0,14.09,36,4,21.45,3750.0,700-704,4.0,18621.0,0.0,10,0,1
1204,13250.0,7.9,36,4,22.64,2500.0,740-744,7.0,12957.0,0.0,0,0,1
1205,5000.0,14.27,36,4,18.41,5208.33,695-699,9.0,18055.0,1.0,9,0,1
1206,14675.0,13.11,36,4,24.74,3166.67,710-714,14.0,5727.0,0.0,0,0,1
1207,7000.0,10.0,36,2,1.68,2375.0,745-749,3.0,922.0,0.0,0,0,1
1208,6000.0,17.77,36,3,32.76,1666.67,665-669,12.0,15055.0,2.0,0,0,0
1209,20000.0,12.69,60,4,17.96,4500.0,735-739,13.0,22946.0,1.0,10,1,0
1210,7000.0,12.12,36,4,31.79,3916.67,695-699,9.0,11648.0,3.0,10,1,0
1211,1500.0,12.12,36,3,15.37,3625.0,695-699,9.0,11346.0,1.0,5,0,1
1212,35000.0,18.49,36,4,16.33,11000.0,705-709,15.0,13766.0,1.0,0,0,1
1213,20000.0,18.25,60,3,12.9,6666.67,695-699,17.0,8039.0,1.0,6,0,0
1214,21000.0,14.27,60,4,11.27,5333.33,710-714,8.0,19431.0,0.0,8,1,0
1215,12500.0,6.03,36,1,14.82,4944.92,755-759,11.0,6014.0,0.0,2,0,1
1216,25000.0,15.01,36,4,24.59,15416.67,695-699,24.0,245886.0,7.0,2,1,0
1217,9600.0,14.46,60,4,10.27,5500.0,680-684,8.0,8359.0,2.0,3,0,1
1218,8100.0,13.85,36,4,17.63,4600.0,675-679,9.0,2963.0,0.0,3,0,1
1219,15000.0,14.65,36,4,20.07,3666.67,690-694,11.0,13843.0,1.0,5,1,0
1220,15000.0,16.32,60,4,7.53,14000.0,685-689,14.0,5469.0,4.0,5,1,0
1221,11000.0,11.14,36,4,16.57,5000.0,695-699,17.0,8734.0,0.0,3,1,0
1222,9600.0,14.17,36,3,18.61,5416.67,670-674,21.0,16278.0,1.0,8,0,0
1223,25000.0,13.11,36,4,18.52,5000.0,775-779,11.0,4345.0,3.0,2,0,1
1224,14550.0,13.11,36,4,21.34,4583.33,685-689,7.0,20141.0,0.0,10,1,0
1225,10000.0,10.74,36,4,17.88,2500.0,700-704,6.0,11120.0,0.0,3,0,1
1226,24000.0,11.14,60,4,20.98,8000.0,705-709,9.0,20247.0,0.0,2,0,0
1227,20000.0,10.65,60,4,24.02,5200.0,745-749,11.0,15709.0,0.0,10,0,0
1228,25000.0,11.49,36,3,11.78,25000.0,725-729,14.0,37719.0,0.0,7,1,0
1229,7200.0,17.77,36,2,2.18,3250.0,670-674,4.0,1301.0,1.0,4,1,0
1230,5000.0,14.33,36,4,11.12,2916.67,675-679,5.0,4114.0,0.0,10,0,1
1231,20000.0,16.49,60,4,16.16,5000.0,710-714,13.0,20337.0,3.0,10,1,0
1232,5600.0,7.91,36,1,20.21,3166.67,730-734,12.0,32987.0,0.0,6,0,1
1233,20000.0,7.9,36,3,1.3,10400.0,750-754,5.0,6969.0,0.0,1,0,1
1234,6000.0,8.9,36,3,17.16,12500.0,715-719,12.0,60368.0,2.0,0,1,0
1235,3200.0,17.49,60,4,7.9,2609.0,670-674,9.0,5382.0,0.0,3,0,1
1236,24375.0,14.09,36,3,26.36,4583.33,710-714,11.0,27379.0,3.0,4,1,0
1237,25225.0,12.12,36,4,30.77,6500.0,715-719,8.0,11736.0,0.0,10,1,0
1238,20000.0,15.95,60,4,12.2,6666.67,700-704,12.0,20744.0,1.0,5,1,0
1239,30225.0,17.77,36,3,28.15,8333.33,710-714,21.0,28631.0,0.0,10,1,0
1240,7000.0,7.4,36,3,8.89,3352.0,770-774,14.0,14014.0,2.0,0,1,0
1241,35000.0,15.65,60,2,26.19,6308.75,735-739,14.0,34883.0,0.0,10,1,0
1242,7575.0,9.76,36,4,10.99,2375.0,725-729,3.0,5640.0,0.0,3,0,1
1243,15000.0,13.11,36,3,16.55,4166.67,695-699,11.0,9066.0,0.0,2,0,1
1244,24000.0,15.81,60,3,0.62,10000.0,725-729,8.0,0.0,3.0,10,0,0
1245,19800.0,15.31,60,4,15.03,6666.67,675-679,10.0,46879.0,3.0,6,1,0
1246,9250.0,10.75,60,3,3.41,8500.0,755-759,6.0,105060.0,0.0,4,1,0
1247,6000.0,15.96,36,4,6.38,6916.67,660-664,7.0,6309.0,1.0,6,1,0
1248,3500.0,15.31,36,3,7.14,5000.0,685-689,2.0,14064.0,0.0,1,0,1
1249,7200.0,14.82,36,4,9.67,4500.0,645-649,7.0,6572.0,1.0,6,0,1
1250,12000.0,6.03,36,2,22.57,7500.0,760-764,8.0,5116.0,0.0,10,1,0
1251,20000.0,7.9,36,3,13.59,7258.33,730-734,5.0,14268.0,0.0,9,0,1
1252,3900.0,12.12,36,4,7.55,2583.33,685-689,8.0,3724.0,0.0,1,1,0
1253,16000.0,19.22,60,3,21.28,3416.67,680-684,8.0,26060.0,1.0,10,0,1
1254,15000.0,15.99,36,3,11.34,8583.33,675-679,6.0,3844.0,2.0,7,1,0
1255,28200.0,20.5,60,4,15.6,4833.33,695-699,18.0,27158.0,0.0,9,1,0
1256,15000.0,13.49,36,3,3.44,6666.67,705-709,3.0,2698.0,0.0,0,0,1
1257,7400.0,13.99,36,3,20.52,4166.25,675-679,17.0,6653.0,1.0,0,0,1
1258,15000.0,10.59,36,4,14.66,5150.0,730-734,9.0,5116.0,2.0,2,0,1
1259,4500.0,5.99,36,4,21.46,3644.83,765-769,8.0,1058.0,2.0,0,0,1
1260,3000.0,14.09,36,4,12.36,4789.33,680-684,9.0,1353.0,2.0,10,0,1
1261,9000.0,14.27,36,4,18.74,5833.33,675-679,13.0,11637.0,3.0,8,0,1
1262,4000.0,8.9,36,3,24.11,4583.33,705-709,17.0,11351.0,0.0,1,0,1
1263,10000.0,17.27,36,3,21.84,2916.67,665-669,18.0,21245.0,0.0,10,1,0
1264,6400.0,15.99,60,4,24.43,3500.0,690-694,9.0,973.0,0.0,4,0,1
1265,4325.0,10.16,36,4,1.79,11000.0,715-719,9.0,75.0,3.0,0,1,0
1266,12000.0,13.11,36,4,17.04,4583.33,695-699,9.0,41871.0,0.0,3,1,0
1267,10000.0,15.31,36,4,10.4,9000.0,665-669,12.0,5141.0,0.0,10,0,1
1268,12000.0,10.16,36,2,8.05,6250.0,720-724,9.0,11626.0,0.0,0,1,0
1269,6000.0,12.12,36,4,4.94,4333.33,690-694,12.0,9656.0,2.0,5,1,0
1270,2200.0,13.49,36,4,3.27,6666.67,700-704,2.0,10142.0,0.0,5,0,0
1271,5000.0,14.27,36,4,17.0,5000.0,670-674,9.0,14748.0,3.0,1,0,0
1272,12000.0,19.69,60,4,16.23,3376.0,665-669,12.0,8437.0,1.0,4,0,1
1273,3000.0,7.9,36,3,22.03,5583.33,705-709,15.0,12968.0,0.0,3,1,0
1274,30000.0,21.49,60,4,16.89,13999.17,700-704,14.0,61579.0,0.0,10,1,0
1275,10800.0,12.12,36,4,26.7,5833.33,695-699,6.0,27585.0,0.0,5,0,1
1276,10500.0,18.25,36,4,11.52,8750.0,660-664,15.0,9984.0,3.0,8,1,0
1277,10000.0,6.62,36,4,5.49,10833.33,755-759,5.0,40827.0,0.0,7,1,0
1278,24000.0,12.12,36,4,26.68,5791.67,715-719,13.0,34104.0,0.0,10,1,0
1279,16000.0,14.09,36,4,2.85,3333.33,690-694,6.0,3909.0,0.0,7,1,0
1280,15000.0,13.99,36,4,12.6,3500.0,705-709,7.0,13036.0,1.0,10,1,0
1281,9500.0,21.98,36,3,16.01,4500.0,660-664,7.0,3673.0,1.0,3,0,1
1282,35000.0,19.05,36,4,15.75,18750.0,690-694,21.0,73813.0,1.0,4,1,0
1283,5000.0,7.9,36,4,21.82,4166.67,725-729,8.0,15502.0,1.0,0,1,0
1284,15000.0,11.71,36,4,11.7,6250.0,700-704,6.0,6622.0,0.0,6,0,1
1285,5000.0,15.31,36,4,17.37,1750.0,675-679,3.0,10361.0,0.0,0,0,1
1286,19000.0,11.14,36,4,19.83,4548.83,775-779,12.0,33809.0,1.0,5,0,1
1287,11625.0,15.8,36,4,31.12,2860.0,680-684,14.0,8374.0,2.0,7,0,1
1288,25000.0,7.62,36,2,13.45,6750.0,750-754,16.0,17193.0,0.0,5,0,1
1289,8000.0,12.69,36,4,7.67,7916.67,685-689,4.0,1442.0,0.0,6,0,0
1290,9800.0,8.59,36,1,14.99,3583.33,760-764,12.0,5164.0,0.0,3,1,0
1291,6000.0,8.0,36,2,1.06,5000.0,765-769,6.0,7161.0,0.0,3,0,1
1292,10200.0,12.42,36,4,17.86,5833.33,705-709,9.0,9817.0,2.0,4,1,0
1293,10500.0,6.62,36,2,16.26,4853.33,760-764,9.0,2816.0,1.0,3,1,0
1294,5000.0,7.9,36,3,7.75,5500.0,725-729,11.0,16396.0,3.0,0,1,0
1295,17500.0,7.9,36,3,7.97,5416.67,810-814,4.0,17.0,0.0,0,0,1
1296,4000.0,19.03,36,3,10.56,1600.0,685-689,2.0,299.0,0.0,6,0,1
1297,22000.0,12.12,36,4,16.93,3916.67,715-719,4.0,22142.0,0.0,1,0,1
1298,5000.0,5.79,36,3,9.18,5520.0,750-754,10.0,7351.0,0.0,7,0,1
1300,19125.0,18.49,60,3,29.1,4166.67,700-704,14.0,28108.0,3.0,6,0,1
1301,16000.0,12.12,36,4,18.23,4166.67,700-704,14.0,16309.0,0.0,1,0,1
1302,4500.0,14.59,36,2,17.35,6000.0,660-664,18.0,5197.0,4.0,2,0,0
1303,5800.0,22.45,60,3,11.86,1416.67,665-669,3.0,6077.0,2.0,6,0,1
1304,10000.0,14.7,36,3,6.37,5416.67,645-649,4.0,2211.0,6.0,0,0,1
1305,16750.0,18.75,36,4,8.84,5666.67,680-684,8.0,13567.0,1.0,4,1,0
1306,3600.0,12.12,36,4,27.16,3333.33,695-699,15.0,12153.0,1.0,10,0,0
1307,10000.0,15.62,36,4,12.19,7500.0,670-674,12.0,17133.0,1.0,10,0,1
1308,6000.0,5.42,36,2,1.51,4250.0,800-804,14.0,1838.0,0.0,10,0,0
1309,10000.0,7.62,36,2,13.26,7416.67,735-739,12.0,16297.0,2.0,10,1,0
1310,10000.0,17.77,36,3,5.8,7166.67,685-689,,15279.0,1.0,10,0,1
1311,5000.0,7.49,36,2,16.45,18750.0,745-749,10.0,129071.0,0.0,10,1,0
1312,35000.0,23.76,60,4,24.22,7331.25,665-669,16.0,28687.0,2.0,4,0,1
1313,7000.0,7.9,36,2,20.72,6000.0,715-719,9.0,6659.0,0.0,0,0,1
1314,3000.0,10.2,36,1,0.33,4583.33,800-804,3.0,37.0,0.0,0,0,1
1315,28000.0,15.62,36,4,5.7,6250.0,695-699,6.0,11923.0,1.0,3,1,0
1316,15200.0,15.58,60,2,19.22,12083.33,690-694,20.0,19712.0,2.0,2,1,0
1317,15775.0,14.65,36,3,3.37,4000.0,710-714,11.0,4058.0,1.0,10,0,1
1318,30000.0,10.59,36,2,8.15,22916.67,765-769,13.0,1945.0,0.0,4,1,0
1319,3000.0,9.91,36,2,4.75,4166.67,710-714,9.0,7321.0,3.0,6,0,0
1320,15350.0,18.49,36,4,15.09,4400.0,670-674,7.0,12823.0,0.0,10,1,0
1321,26500.0,9.76,60,3,17.19,5416.67,785-789,13.0,9966.0,0.0,10,1,0
1322,6400.0,6.0,60,2,3.09,6250.0,695-699,5.0,241.0,0.0,3,1,0
1323,13200.0,14.33,36,4,28.75,3833.33,695-699,9.0,8568.0,1.0,10,0,1
1324,12000.0,11.49,36,4,17.73,7300.0,705-709,9.0,38342.0,0.0,4,1,0
1325,4000.0,6.03,36,1,33.67,,800-804,19.0,55123.0,1.0,10,1,0
1326,2500.0,6.62,36,2,10.96,6166.67,730-734,14.0,24495.0,0.0,10,1,0
1327,28000.0,18.55,36,4,8.99,6666.67,700-704,6.0,14189.0,2.0,0,1,0
1328,9000.0,8.9,36,4,7.33,12500.0,730-734,4.0,12964.0,0.0,5,0,1
1329,6600.0,6.03,36,2,16.69,6250.0,750-754,14.0,17258.0,0.0,10,1,0
1330,27050.0,17.27,60,3,27.59,5025.0,705-709,13.0,40037.0,1.0,10,1,0
1331,4800.0,15.99,36,1,0.0,4583.33,675-679,2.0,0.0,0.0,6,0,1
1332,7550.0,10.16,36,4,3.83,8333.33,710-714,10.0,10204.0,0.0,2,1,0
1333,10000.0,7.74,36,4,0.17,7083.33,775-779,9.0,2994.0,,10,1,0
1334,12500.0,11.26,36,3,12.21,4333.33,730-734,6.0,12568.0,2.0,8,0,1
1335,27575.0,19.05,36,4,19.3,5166.67,660-664,6.0,14935.0,1.0,10,0,1
1336,20000.0,13.11,36,4,3.94,7238.92,720-724,6.0,11751.0,3.0,10,1,0
1337,15000.0,14.61,36,1,9.17,3000.0,730-734,8.0,0.0,2.0,0,0,1
1338,18000.0,8.9,36,2,12.79,10500.0,730-734,15.0,4856.0,2.0,0,1,0
1339,5400.0,8.9,36,3,6.27,3000.0,785-789,2.0,90.0,2.0,0,0,1
1340,23000.0,15.81,36,3,16.02,7083.33,695-699,8.0,9664.0,2.0,4,0,1
1341,8000.0,5.79,36,2,19.65,5833.33,770-774,8.0,0.0,0.0,3,0,0
1342,3000.0,12.69,36,4,4.25,1200.0,705-709,4.0,1643.0,0.0,0,0,0
1343,7200.0,6.92,36,3,11.72,7083.33,780-784,6.0,15933.0,1.0,3,1,0
1344,15350.0,15.8,36,3,7.41,5666.67,670-674,6.0,8128.0,0.0,1,1,0
1345,6000.0,12.12,36,2,21.21,3333.33,685-689,8.0,4638.0,0.0,2,0,1
1346,15000.0,13.16,36,4,13.16,2583.33,755-759,3.0,4923.0,2.0,9,1,0
1347,5000.0,12.68,60,4,12.59,4416.67,690-694,13.0,7686.0,0.0,0,0,1
1348,2575.0,6.76,36,1,4.8,6875.0,760-764,6.0,4678.0,2.0,3,0,1
1349,1800.0,13.67,36,2,24.21,4250.0,670-674,11.0,5757.0,0.0,5,0,1
1350,10000.0,14.09,36,4,26.44,5416.67,700-704,6.0,18652.0,1.0,6,1,0
1351,7750.0,10.74,36,4,6.51,2916.67,705-709,5.0,6889.0,0.0,6,1,0
1352,12000.0,16.29,36,4,28.76,5666.67,660-664,21.0,16822.0,2.0,3,0,1
1353,10000.0,6.03,36,4,16.0,8333.33,780-784,11.0,14832.0,0.0,10,1,0
1354,4950.0,13.67,36,4,14.11,4166.67,665-669,15.0,8379.0,0.0,5,1,0
1355,8400.0,6.03,36,2,15.34,3200.0,760-764,6.0,10576.0,0.0,0,1,0
1356,3500.0,12.12,36,3,17.82,5416.67,695-699,15.0,4067.0,3.0,0,1,0
1357,12000.0,16.29,36,3,15.37631452581038,7083.33,665-669,16.0,16993.0,2.0,7,1,0
1358,18000.0,22.47,60,3,17.17,5562.92,660-664,13.0,14866.0,3.0,7,1,0
1359,14675.0,12.99,60,4,29.18,3167.0,725-729,7.0,21088.0,1.0,6,0,1
1360,13000.0,14.09,36,3,16.09,3250.0,675-679,6.0,6930.0,0.0,2,0,1
1361,15000.0,13.11,36,4,33.12,4166.67,695-699,10.0,13198.0,0.0,9,0,1
1362,8250.0,9.32,36,3,24.45,3300.0,755-759,17.0,29576.0,2.0,8,1,0
1363,6900.0,14.09,36,3,17.78,4166.67,685-689,9.0,9720.0,1.0,10,0,0
1364,35000.0,20.49,60,4,12.54,10416.67,685-689,14.0,26487.0,4.0,2,1,0
1365,25000.0,10.62,36,4,12.21,11166.67,750-754,6.0,28556.0,0.0,7,0,1
1366,9600.0,11.14,36,4,20.58,3833.33,705-709,9.0,44403.0,1.0,5,1,0
1367,9000.0,6.62,36,4,17.11,6750.0,755-759,7.0,12553.0,2.0,7,1,0
1368,6500.0,8.9,36,3,31.45,6000.0,740-744,14.0,61865.0,2.0,0,1,0
1369,1750.0,11.14,36,3,8.02,1833.33,720-724,4.0,1838.0,0.0,2,0,1
1370,5000.0,5.42,36,2,23.15,2833.33,750-754,7.0,4573.0,0.0,3,0,1
1371,6000.0,15.8,36,4,16.4,2500.0,670-674,5.0,5892.0,1.0,4,0,1
1372,25000.0,14.09,36,4,19.13,6083.33,700-704,19.0,14666.0,0.0,10,0,1
1373,13000.0,14.33,36,4,11.08,3358.33,690-694,7.0,6327.0,1.0,10,1,0
1374,5875.0,7.9,36,3,14.75,5416.67,720-724,15.0,2617.0,2.0,4,0,1
1375,5000.0,16.29,36,4,20.77,4583.33,660-664,19.0,11991.0,1.0,6,0,1
1376,16000.0,16.45,60,4,16.66,5500.0,680-684,6.0,6842.0,0.0,9,1,0
1377,12000.0,9.62,60,3,14.12,6666.67,730-734,10.0,6969.0,1.0,4,1,0
1378,35000.0,12.12,36,4,19.9,13933.33,720-724,18.0,24288.0,0.0,1,1,0
1379,4800.0,5.79,36,1,11.71,2800.0,735-739,6.0,9228.0,0.0,3,0,1
1380,6500.0,11.11,36,3,13.98,2253.0,680-684,11.0,7558.0,1.0,2,1,0
1381,25000.0,13.06,36,3,4.14,11500.0,735-739,4.0,6578.0,0.0,0,1,0
1382,1000.0,7.62,36,4,5.59,9333.33,785-789,6.0,350.0,4.0,2,1,0
1383,16000.0,13.48,36,4,15.17,4166.67,700-704,6.0,1962.0,1.0,2,1,0
1384,7675.0,15.13,36,3,18.08,11666.67,645-649,13.0,12578.0,0.0,9,1,0
1385,13600.0,8.9,36,4,10.94,10000.0,720-724,15.0,18028.0,0.0,10,0,1
1386,12000.0,15.31,36,4,32.91,5500.0,680-684,21.0,13559.0,1.0,3,0,1
1387,15000.0,10.37,36,3,26.72,5250.0,750-754,11.0,44850.0,1.0,10,1,0
1388,7125.0,18.49,36,4,11.18,5636.75,675-679,14.0,5383.0,2.0,8,1,0
1389,35000.0,21.67,60,3,14.25,20833.33,675-679,12.0,79792.0,0.0,6,0,1
1390,11575.0,13.11,60,4,18.37,3750.0,725-729,12.0,18790.0,1.0,10,1,0
1391,5000.0,7.4,36,1,14.22,6000.0,780-784,7.0,1751.0,0.0,6,0,1
1392,5000.0,7.62,36,4,3.04,2500.0,735-739,5.0,4864.0,0.0,3,0,0
1393,5000.0,13.24,36,4,13.28,4833.0,660-664,10.0,9816.0,0.0,4,0,1
1394,7000.0,7.9,36,4,12.61,6250.0,720-724,13.0,19848.0,0.0,10,1,0
1395,20000.0,14.5,36,4,25.4,6916.67,715-719,10.0,26938.0,0.0,10,1,0
1396,7000.0,6.92,36,4,17.15,4583.33,735-739,13.0,6897.0,0.0,5,0,1
1397,20000.0,10.25,36,4,17.51,7833.33,760-764,14.0,49898.0,0.0,5,1,0
1398,6000.0,7.9,36,1,20.13,7750.0,725-729,16.0,7533.0,1.0,8,1,0
1399,14000.0,7.66,36,1,10.68,21666.67,735-739,14.0,13850.0,3.0,1,1,0
1400,30000.0,19.05,36,4,14.77,9166.67,685-689,20.0,22299.0,1.0,0,1,0
1401,18225.0,17.58,36,4,24.64,5000.0,660-664,12.0,16398.0,2.0,7,1,0
1402,12000.0,7.29,36,3,16.15,11667.0,720-724,9.0,113671.0,0.0,4,1,0
1403,10000.0,12.12,36,4,12.99,5833.33,690-694,8.0,13885.0,0.0,6,1,0
1404,16300.0,14.91,36,3,24.17,5222.0,675-679,11.0,40988.0,1.0,10,1,0
1405,11000.0,13.87,36,4,20.93,4167.0,670-674,14.0,17436.0,0.0,2,0,0
1406,25000.0,15.58,60,3,0.6,5666.67,785-789,2.0,0.0,4.0,10,1,0
1407,24000.0,12.12,36,4,29.01,7500.0,670-674,12.0,14804.0,1.0,0,1,0
1408,6000.0,7.49,36,1,8.81,2462.75,715-719,11.0,8644.0,0.0,2,0,0
1409,10000.0,11.49,60,4,22.69,5623.33,765-769,11.0,26898.0,1.0,10,1,0
1410,2000.0,8.9,36,1,23.7,3000.0,730-734,5.0,2117.0,1.0,10,0,0
1411,6625.0,11.14,36,3,10.12,1916.67,690-694,10.0,5449.0,0.0,0,0,0
1412,20000.0,16.71,36,4,20.83,5333.33,660-664,11.0,11881.0,4.0,1,0,1
1413,12000.0,9.63,36,3,9.12,6250.0,745-749,8.0,5212.0,2.0,1,1,0
1414,4200.0,7.29,36,4,6.58,5133.33,765-769,4.0,5475.0,1.0,4,0,1
1415,6950.0,13.11,36,3,12.51,7916.67,715-719,5.0,1593.0,4.0,10,1,0
1416,6000.0,7.51,36,1,4.74,10916.0,765-769,18.0,6317.0,4.0,6,1,0
1417,8400.0,10.99,36,4,24.85,7583.0,700-704,9.0,342.0,0.0,0,1,0
1418,5000.0,7.88,36,2,16.61,5833.33,725-729,18.0,19771.0,2.0,10,1,0
1419,4750.0,10.16,36,3,32.49,3500.0,695-699,15.0,36512.0,0.0,10,1,0
1420,15000.0,10.75,60,4,17.55,5761.0,785-789,12.0,2691.0,2.0,10,0,1
1421,12000.0,16.29,36,2,5.07,2916.67,670-674,13.0,10360.0,2.0,5,1,0
1422,4000.0,7.68,36,3,10.74,3417.0,790-794,11.0,2775.0,3.0,1,0,1
1423,12800.0,12.61,60,4,9.02,5166.67,725-729,7.0,7942.0,0.0,5,0,1
1424,12000.0,8.9,60,1,9.75,9866.0,795-799,9.0,2787.0,0.0,4,1,0
1425,9425.0,13.49,36,3,15.71,3750.0,670-674,12.0,15116.0,0.0,8,0,1
1426,28000.0,12.42,36,4,2.98,27083.33,730-734,5.0,12888.0,1.0,5,1,0
1427,30000.0,21.0,60,4,17.12,8666.67,710-714,8.0,47503.0,0.0,6,1,0
1428,9600.0,18.39,36,4,14.69,5166.67,660-664,8.0,13041.0,1.0,10,1,0
1429,7800.0,12.84,36,4,16.77,6000.0,695-699,8.0,13835.0,0.0,4,0,1
1430,12000.0,10.65,36,4,26.06,5833.33,720-724,15.0,24893.0,3.0,10,0,1
1431,9600.0,15.31,36,4,12.82,6000.0,675-679,13.0,11407.0,2.0,10,1,0
1432,6000.0,10.62,36,3,23.38,5000.0,705-709,15.0,46125.0,1.0,2,1,0
1433,7500.0,11.11,60,4,23.63,1820.0,720-724,13.0,4409.0,2.0,2,0,1
1434,7000.0,6.03,36,4,8.29,2750.0,760-764,8.0,10860.0,0.0,4,0,0
1435,10000.0,11.71,36,4,5.85,4333.33,685-689,8.0,7072.0,0.0,10,0,1
1436,3200.0,12.61,36,3,16.72,6476.0,665-669,14.0,80837.0,4.0,10,1,0
1437,13000.0,10.38,36,4,11.72,10533.33,725-729,13.0,37252.0,0.0,0,1,0
1438,35000.0,24.7,60,4,8.26,10000.0,660-664,12.0,21391.0,2.0,10,1,0
1439,20800.0,6.62,36,3,15.64,10833.33,710-714,11.0,15192.0,0.0,10,1,0
1440,1600.0,16.29,36,4,7.8,2666.67,660-664,7.0,5504.0,2.0,6,0,1
1441,10050.0,6.03,36,3,20.72,2500.0,750-754,11.0,13669.0,0.0,9,0,1
1442,8000.0,17.99,36,4,21.11,8583.33,670-674,15.0,14584.0,3.0,5,1,0
1443,16000.0,12.12,36,4,24.3,6250.0,715-719,8.0,10304.0,2.0,0,0,1
1444,11700.0,7.9,36,2,5.63,3320.83,720-724,11.0,14301.0,0.0,10,1,0
1445,13475.0,12.12,36,4,28.27,5666.67,705-709,12.0,7722.0,1.0,7,1,0
1446,14500.0,5.42,36,2,7.15,10000.0,800-804,9.0,40.0,0.0,10,1,0
1447,5000.0,14.61,36,3,6.36,3083.33,665-669,8.0,4680.0,4.0,5,0,1
1448,13600.0,6.62,36,4,17.31,11250.0,750-754,11.0,77377.0,1.0,4,1,0
1449,2200.0,8.9,36,4,14.02,7083.33,715-719,10.0,14980.0,1.0,10,0,1
1450,9000.0,9.76,36,3,18.67,5833.33,705-709,12.0,12035.0,0.0,10,1,0
1451,27925.0,22.47,60,4,3.94,7000.0,685-689,14.0,9914.0,2.0,0,1,0
1452,9450.0,14.33,36,4,24.51,2916.67,670-674,12.0,11555.0,0.0,4,0,1
1453,15175.0,20.25,60,4,18.78,4333.33,665-669,6.0,18049.0,0.0,8,0,1
1454,10000.0,7.49,36,4,7.77,3166.67,735-739,4.0,0.0,0.0,1,0,1
1455,16000.0,16.29,36,4,20.62,5416.67,680-684,13.0,14246.0,1.0,0,0,1
1456,13200.0,15.31,36,4,8.61,3333.33,680-684,10.0,5400.0,3.0,10,1,0
1457,20000.0,18.75,60,3,6.3,15416.67,695-699,13.0,15026.0,3.0,0,0,1
1458,8500.0,17.77,36,3,18.0,2583.33,665-669,9.0,13718.0,0.0,2,0,1
1459,3000.0,14.27,36,4,10.77,3833.0,670-674,11.0,5515.0,1.0,0,0,0
1460,10000.0,15.31,36,3,18.99,5583.33,675-679,16.0,12723.0,1.0,2,1,0
1461,14075.0,16.29,36,4,11.02,10416.67,700-704,10.0,7653.0,3.0,10,1,0
1462,19000.0,19.72,60,3,19.85,4500.0,680-684,13.0,11388.0,1.0,3,0,1
1463,25000.0,12.84,36,3,5.52,8666.67,760-764,9.0,1900.0,4.0,10,1,0
